date,Clifford_Anderson,Baskaufs,Fmlester,Ramonavromero,Talinum,Celiaswalker,CatonMA2,Gridersd,JeffBTaylor,Marjans74,Charlotte_Y._Lew,KukanaLuika,VanderBot,total
2020-08-30,1456,1739,41,455,13216,85,30,1,5175,1960,3204,36,8153,35551
2020-08-31,1456,1739,41,455,13228,85,30,1,5175,2038,3204,36,8153,35641
2020-09-01,1456,1739,41,455,13258,85,30,1,5265,2038,3204,36,8153,35761
2020-09-02,1456,1739,41,455,13258,85,30,1,5327,2038,3334,36,8153,35953
2020-09-03,1456,1739,41,455,13258,85,30,1,5379,2038,3435,36,8153,36106
2020-09-04,1456,1739,41,455,13345,85,30,1,5396,2038,3571,36,8153,36346
2020-09-05,1456,1739,41,455,13345,85,30,1,5396,2038,3571,36,8153,36346
2020-09-06,1456,1739,41,455,13345,85,30,1,5396,2038,3571,36,8153,36346
2020-09-07,1456,1739,41,455,13345,85,30,1,5396,2038,3571,36,8153,36346
2020-09-08,1456,1739,41,455,13391,85,30,1,5451,2038,3571,36,8153,36447
2020-09-09,1456,1739,41,455,13391,85,30,1,5451,2038,3571,36,8153,36447
2020-09-10,1456,1739,41,455,13391,85,30,1,5451,2038,3571,36,8153,36447
2020-09-11,1456,1739,41,455,13391,85,30,1,5451,2038,3571,36,8153,36447
2020-09-12,1456,1748,41,455,13391,85,30,1,5451,2038,3571,36,8153,36456
2020-09-13,1456,1765,41,455,13575,85,30,1,5578,2038,3796,36,8153,37009
2020-09-14,1456,1765,41,455,13578,85,30,1,5578,2038,3796,36,8153,37012
2020-09-15,1456,1765,41,455,13578,85,30,1,5756,2038,3796,36,8153,37190
2020-09-16,1456,1765,41,455,13578,85,30,1,5813,2038,3849,36,8153,37300
2020-09-17,1456,1765,41,455,13578,85,30,1,5825,2098,3849,36,8153,37372
2020-09-18,1456,1765,41,455,13578,85,30,1,5857,2209,3917,36,8153,37583
2020-09-19,1456,1765,41,455,13599,85,30,1,5868,2209,3917,36,8153,37615
2020-09-20,1456,1765,41,455,13606,85,30,1,5868,2209,3917,36,8153,37622
2020-09-21,1456,1765,41,455,13611,85,30,1,5868,2209,3917,36,8153,37627
2020-09-22,1456,1765,41,455,13611,85,30,1,5868,2209,3989,36,8153,37699
2020-09-23,1456,1767,41,455,13611,85,30,1,5941,2209,4073,36,8159,37864
2020-09-24,1456,1767,41,455,13611,85,30,1,5944,2209,4161,36,8159,37955
2020-09-25,1456,1767,41,455,13793,85,30,1,5967,2289,4251,36,8207,38378
2020-09-26,1456,1767,41,455,13860,85,30,1,5967,2289,4251,36,8207,38445
2020-09-27,1456,1767,41,455,13860,85,30,1,5967,2289,4251,36,8207,38445
2020-09-28,1456,1767,41,455,13860,85,30,1,5967,2289,4251,36,8207,38445
2020-09-29,1456,1769,41,455,13860,85,30,1,5967,2289,4251,36,8207,38447
2020-09-30,1456,1772,41,455,13865,85,30,1,6034,2289,4444,36,8207,38715
2020-10-01,1456,1772,41,455,13865,85,30,1,6071,2289,4444,36,8207,38752
2020-10-02,1456,1772,41,455,13871,85,30,1,6117,2289,4450,36,8207,38810
2020-10-03,1456,1772,41,455,13871,85,30,1,6117,2289,4450,36,8207,38810
2020-10-04,1456,2171,41,455,13912,85,30,1,6117,2289,4450,36,8207,39250
2020-10-05,1456,2171,41,455,13954,85,30,1,6117,2289,4450,36,8207,39292
2020-10-06,1456,2171,41,455,13954,85,30,1,6135,2289,4450,36,8207,39310
2020-10-07,1456,2172,41,455,13954,85,30,1,6194,2289,4641,36,8207,39561
2020-10-08,1456,2172,41,455,13954,85,30,1,6197,2289,4822,36,8207,39745
2020-10-09,[''],2172,41,455,13954,85,30,1,6197,2289,4822,36,8207,38289
2020-10-10,1456,2236,41,455,13954,85,30,1,6301,2289,4892,36,8207,39983
2020-10-11,1456,2236,41,455,13954,85,30,1,6301,2289,4892,36,8207,39983
2020-10-12,1456,2236,41,455,13972,85,30,1,6301,2289,4892,36,8207,40001
2020-10-13,1465,2236,41,455,13972,85,30,1,6450,2289,4892,36,8207,40159
2020-10-14,1465,2236,41,455,13972,85,30,1,6533,2289,4993,36,8207,40343
2020-10-15,1465,2236,41,455,13975,85,30,1,6536,2289,5056,36,8207,40412
2020-10-16,1465,2236,41,455,14294,85,30,1,6610,2377,5203,36,8207,41040
2020-10-17,1465,2236,41,455,14318,85,30,1,6610,2496,5203,36,8207,41183
2020-10-18,1465,2236,41,455,14318,85,30,1,6610,2496,5203,36,8207,41183
2020-10-19,1465,2236,41,455,14318,85,30,1,6610,2496,5203,36,8207,41183
2020-10-20,1465,2250,41,455,14318,85,30,1,6693,2496,5369,36,8207,41446
2020-10-21,1465,2250,41,455,14318,85,30,1,6739,2496,"['\n<!DOCTYPE html>\n<html lang=""en"">\n<head>\n    <title>\n        Error - XTools\n    </title>\n\n        <script type=""text/javascript"">\n        xtBaseUrl = ""/"";\n\n                i18nLang = ""en"";\n        i18nPaths = {};\n                    i18nPaths[""en""] = ""/i18n/en.json"";\n                    i18nPaths[""en""] = ""/i18n/en.json"";\n        \n        i18nRTL = false;\n    </script>\n\n            <script type=""text/javascript"" src=""https://tools-static.wmflabs.org/cdnjs/ajax/libs/jquery/3.3.1/jquery.min.js""></script>\n        <script type=""text/javascript"" src=""/assets/app.5f25a535.js""></script>\n        <script type=""text/javascript"" src=""https://tools-static.wmflabs.org/cdnjs/ajax/libs/twitter-bootstrap/3.3.7/js/bootstrap.min.js""></script>\n        <script src=""https://tools-static.wmflabs.org/cdnjs/ajax/libs/select2/4.0.5/js/select2.full.min.js""></script>\n                <link rel=""stylesheet"" type=""text/css"" media=""screen"" href=""https://tools-static.wmflabs.org/cdnjs/ajax/libs/twitter-bootstrap/3.3.7/css/bootstrap.min.css"">\n        <link rel=""stylesheet"" type=""text/css"" media=""screen"" href=""https://tools-static.wmflabs.org/cdnjs/ajax/libs/select2/4.0.5/css/select2.min.css"">\n        <link rel=""stylesheet"" type=""text/css"" media=""screen"" href=""/assets/app.4fc3db33.css"">\n            \n    <link rel=""shortcut icon"" sizes=""16x16 32x32 48x48 96x96 144x144"" href=""/images/favicon.ico"" />\n    <link rel=""apple-touch-icon"" sizes=""16x16 32x32 48x48 96x96 144x144"" href=""/images/apple-touch-icon.png"" />\n    <link rel=""apple-touch-icon-precomposed icon"" sizes=""16x16 32x32 48x48 96x96 144x144"" href=""/images/apple-touch-icon-precomposed.png"" />\n    <link rel=""icon"" sizes=""196x196"" href=""/images/apple-touch-icon.png"">\n\n    <meta charset=""utf-8"">\n    <meta name=""apple-mobile-web-app-capable"" content=""yes"">\n    <meta name=""apple-mobile-web-app-status-bar-style"" content=""black"">\n    <meta name=""viewport"" content=""width=device-width, initial-scale=1"">\n        </head>\n\n<body class=""error"" >\n<a class=""hidden-link"" href=""/foo"" style=""visibility: hidden;""></a>\n<header class=""navbar navbar-default navbar-top"" role=""navigation"">\n    <button class=""navbar-toggle collapsed pull-left"" data-toggle=""collapse"" data-target="".tool-links"" aria-expanded=""false"">\n      <span class=""sr-only"">Toggle navigation</span>\n      <span class=""icon-bar""></span>\n      <span class=""icon-bar""></span>\n      <span class=""icon-bar""></span>\n    </button>\n    <ol class=""nav-buttons list-inline pull-right"">\n        \n        <li>\n                    <a class=""btn btn-default login-btn"" href=""/login"">\n                <span class=""glyphicon glyphicon-user""></span>\n                Log in\n            </a>\n                </li>\n\n    </ol>\n    <nav class=""tool-links navbar-collapse collapse"">\n        <ol class=""tool-links--nav nav navbar-nav navbar-left"">\n            <li>\n                <a class=""home-link"" href=""/"">\n                    <img src=""/images/logo.svg"" alt=""Logo"" />\n                </a>\n            </li>\n\n                            <li role=""presentation"" class=""dropdown"">\n                    <a href=""#"" class=""dropdown-toggle"" data-toggle=""dropdown"" aria-haspopup=""true"" aria-expanded=""false"">\n                        Edit Counter\n                        <span class=""caret""></span>\n                    </a>\n                    <ul class=""dropdown-menu"">\n                        <li class=""tool-links--entry"">\n                            <a href=""/ec?sections=all"">Edit Counter</a>\n                        </li>\n                        <li class=""divider"" role=""separator""></li>\n                                                    <li class=""tool-links--entry"">\n                                <a href=""/ec-generalstats"">General statistics</a>\n                            </li>\n                                                    <li class=""tool-links--entry"">\n                                <a href=""/ec-monthcounts"">Month counts</a>\n                            </li>\n                                                    <li class=""tool-links--entry"">\n                                <a href=""/ec-namespacetotals"">Namespace Totals</a>\n                            </li>\n                                                    <li class=""tool-links--entry"">\n                                <a href=""/ec-rightschanges"">Rights changes</a>\n                            </li>\n                                                    <li class=""tool-links--entry"">\n                                <a href=""/ec-timecard"">Time card</a>\n                            </li>\n                                                    <li class=""tool-links--entry"">\n                                <a href=""/topedits"">Top edited pages</a>\n                            </li>\n                                                    <li class=""tool-links--entry"">\n                                <a href=""/ec-yearcounts"">Year counts</a>\n                            </li>\n                                            </ul>\n                </li>\n                                        <li role=""presentation"" class=""dropdown"">\n                    <a href=""#"" class=""dropdown-toggle"" data-toggle=""dropdown"" aria-haspopup=""true"" aria-expanded=""false"">\n                        User\n                        <span class=""caret""></span>\n                    </a>\n                    <ul class=""dropdown-menu"">\n                                                    <li class=""tool-links--entry"">\n                                <a href=""/adminscore"">Admin Score</a>\n                            </li>\n                                                    <li class=""tool-links--entry"">\n                                <a href=""/autoedits"">Automated Edits</a>\n                            </li>\n                                                    <li class=""tool-links--entry"">\n                                <a href=""/categoryedits"">Category Edits</a>\n                            </li>\n                                                    <li class=""tool-links--entry"">\n                                <a href=""/ec"">Edit Counter</a>\n                            </li>\n                                                    <li class=""tool-links--entry"">\n                                <a href=""/editsummary"">Edit Summaries</a>\n                            </li>\n                                                    <li class=""tool-links--entry"">\n                                <a href=""/globalcontribs"">Global Contributions</a>\n                            </li>\n                                                    <li class=""tool-links--entry"">\n                                <a href=""/pages"">Pages Created</a>\n                            </li>\n                                                    <li class=""tool-links--entry"">\n                                <a href=""/sc"">Simple Counter</a>\n                            </li>\n                                                    <li class=""tool-links--entry"">\n                                <a href=""/topedits"">Top Edits</a>\n                            </li>\n                                            </ul>\n                </li>\n                                        <li role=""presentation"" class=""dropdown"">\n                    <a href=""#"" class=""dropdown-toggle"" data-toggle=""dropdown"" aria-haspopup=""true"" aria-expanded=""false"">\n                        Page\n                        <span class=""caret""></span>\n                    </a>\n                    <ul class=""dropdown-menu"">\n                                                    <li class=""tool-links--entry"">\n                                <a href=""/authorship"">Authorship</a>\n                            </li>\n                                                    <li class=""tool-links--entry"">\n                                <a href=""/blame"">Blame</a>\n                            </li>\n                                                    <li class=""tool-links--entry"">\n                                <a href=""/articleinfo"">Page History</a>\n                            </li>\n                                            </ul>\n                </li>\n                                        <li role=""presentation"" class=""dropdown"">\n                    <a href=""#"" class=""dropdown-toggle"" data-toggle=""dropdown"" aria-haspopup=""true"" aria-expanded=""false"">\n                        Project\n                        <span class=""caret""></span>\n                    </a>\n                    <ul class=""dropdown-menu"">\n                                                    <li class=""tool-links--entry"">\n                                <a href=""/adminstats"">Admin Stats</a>\n                            </li>\n                                                    <li class=""tool-links--entry"">\n                                <a href=""/patrollerstats"">Patroller Stats</a>\n                            </li>\n                                                    <li class=""tool-links--entry"">\n                                <a href=""/stewardstats"">Steward Stats</a>\n                            </li>\n                                            </ul>\n                </li>\n            \n                        <li class=""tool-links--more dropdown hidden"">\n                <a href=""#"" class=""dropdown-toggle"" data-toggle=""dropdown"" role=""button"" aria-haspopup=""true"" aria-expanded=""false"">\n                    More\n                    <span class=""caret""></span>\n                </a>\n                <ul class=""dropdown-menu""></ul>\n            </li>\n        </ol>\n    </nav>\n</header>\n\n<div class=""site-notice"">\n    \n    \n        </div>\n\n<div id=""wrapper"">\n<main id=""content"" class=""clearfix"">\n        <div class=""col-lg-8 col-lg-offset-2"">\n            </div>\n    \n    <div class=""panel panel-danger"">\n    <header class=""panel-heading"">\n        <div class=""text-center xt-heading-top"">\n            <strong>500: Internal Server Error</strong>\n        </div>\n    </header>\n\n    <div class=""panel-body xt-panel-body error-wrapper"">\n        <div class=""error-mascot--wrapper pull-right"">\n            <a target=""_blank"" title=""By Lilyu (Own work) [WTFPL], via Wikimedia Commons"" href=""https://commons.wikimedia.org/wiki/File%3ALapinou_Furieux.svg""><img class=""error-mascot"" alt=""Lapinou Furieux"" src=""/images/error_mascot.svg""/></a>\n        </div>\n\n                            \n                                <p>A fatal error has occurred within XTools. This has been automatically reported, but feel free to file a task on                 <a target=""_blank"" href=""https://phabricator.wikimedia.org/maniphest/task/create/?title=PLEASE REPLACE WITH A DESCRIPTION OF THE ERROR&amp;priority=75&amp;projects=XTools&amp;description=```/var/www/vendor/guzzlehttp/guzzle/src/Handler/CurlFactory.php: 200 - cURL error 28: Operation timed out after 30001 milliseconds with 0 out of 0 bytes received (see https://curl.haxx.se/libcurl/c/libcurl-errors.html)```%0A%0AURL: http://xtools.wmflabs.org/api/user/simple_editcount/wikidata/Charlotte_Y._Lew/0%0A%0APlease provide any further details here%0A%0AXTools version: 3.10.17-bed6358d"">Phabricator</a>\n             (requires a Wikimedia account).</p>\n\n                                    <p>The server said: <code>cURL error 28: Operation timed out after 30001 milliseconds with 0 out of 0 bytes received (see https://curl.haxx.se/libcurl/c/libcurl-errors.html)</code></p>\n        \n        \n        <div class=""text-center"">\n            <img class=""splash-logo splash-logo--small"" style=""width:150px"" src=""/images/logo.svg"" alt=""XTools"" />\n            <h5 class=""about-subtitle"">\n                Version 3.10.17\n                (2020-09-14)\n                &middot;\n                <a target=""_blank"" href=""https://xtools.readthedocs.io"">Documentation</a>\n                &middot;\n                    <a target=""_blank"" href=""https://xtools.readthedocs.io/en/stable/api/index.html"">API</a>\n\n                &middot;\n                <a target=""_blank"" href=""https://github.com/x-tools/xtools"">View Source</a>\n            </h5>\n            <small>\n                <a target=""_blank"" href=""https://www.mediawiki.org/wiki/Talk:XTools"">Feedback</a>\n&middot;\n<a href=\'https://phabricator.wikimedia.org/maniphest/task/create/?title=PLEASE REPLACE WITH A DESCRIPTION OF THE ISSUE&amp;projects=XTools&amp;description=Please provide any further details here%0A%0AXTools version: 3.10.17-bed6358d\' target=_blank>Report an issue</a>\n&middot;\n<a href=""irc://irc.freenode.net/#wikimedia-xtools"" target=""_blank"">#wikimedia-xtools</a>\n<sup><a style=""color:green"" href=""https://webchat.freenode.net/?channels=#wikimedia-xtools"" target=""_blank"">connect</a></sup>\n            </small>\n        </div>\n    </div>\n</div>\n</main>\n</div>\n\n<footer class=""app-footer container-fluid"">\n    <span>\n        <small>\n            <span>Executed in 32.206 seconds.</span> &middot;\n            <span>Taken 3.16 megabytes of memory to execute.</span>\n        </small>\n    </span>\n    <hr>\n    <div class=""footer-content"">\n        <div class=""pull-right footer-branding"">\n            <a style=""margin-right:5px;"" href=""//translatewiki.net/?setlang=en ""><img height=""36px"" src=""//upload.wikimedia.org/wikipedia/commons/5/51/Translatewiki.net_logo.svg"" alt=""translatewiki.net logo""/></a>\n                        <a href=""https://wikitech.wikimedia.org/wiki/Portal:Cloud_VPS"" target=""_blank""><img height=""40px"" src=""/images/VPS-badge.svg"" alt=""Powered by Wikimedia Cloud Services"" /></a>\n                    </div>\n        <div class=""footer-about"">\n            <span>\n                                &copy; 2008-2020\n                &middot;\n                <a href=""https://github.com/x-tools/xtools/releases/tag/3.10.17"" target=""_blank"" title=""Current XTools version"">v.3.10.17</a>\n                (<a href=""https://github.com/x-tools/xtools/tree/bed6358dbbfd0dd4ded77e2f51d7b22419f72f9f"" target=""_blank"" title=""Current code revision"">r.bed6358d</a>)\n                &middot;\n                    <a target=""_blank"" href=""https://xtools.readthedocs.io/en/stable/api/index.html"">API</a>\n\n                &middot;\n                <a href=""/about"">About</a>\n                &middot;\n                <a target=""_blank"" href=""https://www.mediawiki.org/wiki/Talk:XTools"">Feedback</a>\n&middot;\n<a href=\'https://phabricator.wikimedia.org/maniphest/task/create/?title=PLEASE REPLACE WITH A DESCRIPTION OF THE ISSUE&amp;projects=XTools&amp;description=Please provide any further details here%0A%0AXTools version: 3.10.17-bed6358d\' target=_blank>Report an issue</a>\n&middot;\n<a href=""irc://irc.freenode.net/#wikimedia-xtools"" target=""_blank"">#wikimedia-xtools</a>\n<sup><a style=""color:green"" href=""https://webchat.freenode.net/?channels=#wikimedia-xtools"" target=""_blank"">connect</a></sup>\n            </span>\n                                                <div>Translations powered by <a href=\'https://translatewiki.net\'>translatewiki.net</a>, <a href=\'https://tools.wmflabs.org/intuition/#tab-about\'>Intuition</a> and <a href=\'https://github.com/wikimedia/jquery.i18n\'>jQuery.i18n</a>.</div>\n            <small class=""footer-quote text-muted"">&lt;AaronSchulz&gt; legoktm: I remember reading that code years ago...I think it makes sense after an hour</small>\n        </div>\n    </div>\n</footer>\n<span class=\'hidden loader\'>\n    <img src=""/images/loader.gif"" /> <span class=""sr-only"">Loading&hellip;</span>\n</span>\n</body>\n</html>\n']",36,8207,36123
2020-10-22,1465,2250,41,455,14318,85,30,1,6739,2496,5634,36,8207,41757
2020-10-23,1465,2250,41,455,14318,85,30,1,6829,2496,5803,36,8207,42016
2020-10-24,1465,2250,41,455,14318,85,30,1,6829,2528,5803,36,8207,42048
2020-10-25,1465,2250,41,455,14318,85,30,1,6829,2528,5803,36,8207,42048
2020-10-26,1465,2250,41,455,14318,85,30,1,6829,2528,5803,36,8207,42048
2020-10-27,1465,2250,41,455,14319,85,30,1,6868,2560,5803,36,8207,42120
